BusStationName,Latitude,Longitude
"Srinivasa Pura,SRINIVASAPURA,IN FRONT OF SRUSHTI APARTMENTS",12.903938,77.508356
"Srinivasapura gate,SRINIVASAPURA,OPPOSITE OF SRI ANNAPOORNESHWARI SWEETS & CONDIMENTS",12.90406,77.51261
"Hebbal,HEBBALA,BESIDE PITTY SHOP",13.042546,77.589949
"Patelappa Layout,NAGASHETTYHALLI,BESIDE VVM STORE",13.046429,77.572686
"Devi Nagara,LOTTEGOLLAHALLI,BESIDE OPEN AREA",13.04686,77.56867
"Kuvempu Circle,JALAHALLI,BESIDE A.G.N.ELECTRICALS",13.043425,77.560918
"Central Silk Board,BTM LAYOUT, MADIWALA,IN FRONT OF CENTRAL SILK BOARD",12.916511,77.621066
"Yeshwanthpura Circle,YESHAWANTHAPURA,OPPOSITE YESHAWANTHAPURA POLICE STATION",13.017768,77.557979
Atturu,13.10659,77.56567
"Atturu Layout Yelahanka Road,ATTUR LAYOUT,BESIDE SRI RANGANATHA ENTERPRISES",13.097968,77.567845
"Silk Board Attibele Road,MADIWALA,OPPOSITE OF BANK OF INDIA & FLYOVER",12.916465,77.622991
Agara Junction,12.924236,77.650737
"Depot-25,HSR LAYOUT AGRAHARA,IN FRONT OF SAROVARA APARTMENT",12.91957,77.64291
"14th Main HSR Layout,HSR LAYOUT,OPPOSITE OF RELIANCE AUTOZONE",12.91617,77.63528
"HSR Appartment,HSR LAYOUT,IN FRONT OF FEMHILL GARDENS APARTMENT",12.91667,77.62926
"BTM Layout Bus Stop,BTM LAYOUT 2ND STAGE,IN FRONT OF KUVEMPUNAGRA BUS STAND",12.916301,77.616184
HAL Main gate,12.958339,77.665498
"RAJESHWARI,KONENA AGRAHARA",12.958956,77.659623
Murgeshpalya,12.959173,77.656117
"Jn of Marathalli Bridge,MARATHAHALLI,IN FRONT OF SOUL SPACE PARDIGM",12.954084,77.700251
"Karthik Nagara,MARATHAHALLI,IN FRONT OF A.P.RESIDENCY, GUEST HOUSE",12.968389,77.701338
"Dodda Nekkundi,DODDANEKUNDI,NEAR BY CAFE COFFEE DAY",12.979814,77.694403
"EMC2,DODDANEKUNDI,IN FRONT OF TOTAL MALL",12.9824,77.692799
"Mahadevapura Cross,MAHADEVAPURA,IN FRONT OF MTB MANGALAMERU KALAYANA MANTAPA",12.988638,77.688982
"B Narayanapura,B.NARAYANA PURA,OPPOSITE OF MORE MEGA STORE",12.996473,77.683427
"KR Puram Railway Station,KR PURAM,OPPOSITE OF BRIDGE",12.99989,77.676281
"Central Silk Board,MADIWALA,IN FRONT OF SHRI KRISHNA BHAVAN HOTEL",12.917724,77.6239
"HSR Apartment,KORAMANAGALA, HSR LAYOUT,IN FRONT OF ARANYA MULTI CUISINE RESTAURANT",12.916806,77.629327
"14th Main HSR Layout,HSR LAYOUT,IN FRONT OF WESTMEAD CLINIC",12.91627,77.6353
"Depot-25,HSR LAYOUT,OPPOSITE OF SAROVARA APARTMENT, DEPOT 25",12.919979,77.643008
Yelahanka Satelite Town 4th Phase,13.105889,77.572332
"Kala Mandir Marathalli,MARATHAHALLI,IN FRONT OF ITTINA AKYA",12.960413,77.701317
"Uttarahalli,UTHARAHALLI,IN FRONT OF MARAMMADEVI TEMPLE",12.905853,77.541834
"Arehalli,AREHALLI,IN FRONT OF VENKATESHWARA IYENGAR BAKERY",12.908335,77.538151
"Poornapragna Layout WATER TANK,POORNA PRAJNA NAGARA (UTHARAHALLI),OPPOSITE OF CHAITHRA SANITARY WARE",12.908525,77.534875
"Patalamma Temple Uthrahalli,BHARATHI HOUSING SOCIETY LAYOUT 4TH PHASE,IN FRONT OF PATALAMMA TEMPLE",12.904814,77.52981
"Channasandra ,CHANASANDRA,BESIDE MARGIN FREE MARKET",12.90283,77.521482
"Indo American Hybrid Form,OMKAR LAYOUT,IN FRONT OF CHINMAYI COMPLEX",12.90468,77.504648
"Srinivasapura gate,SRINIVASAPURA,BESIDE SRI ANNAPOORNESHWARI SWEETS & CONDIMENTS",12.904016,77.512175
Hoodi,12.992153,77.716099
Gopalan Mall,12.98553,77.70835
"Graphite India,WHITEFIELD,BESIDE DOMINOS",12.97734,77.709987
"Kundala Halli colony,WHITEFIELD,OPPOSITE OF AKSHA FAMILY RESTAURANT",12.970753,77.712413
"CMRIT,KUNDALAHALLI,IN FRONT OF AIRPORTS AUTHORITY OF INDIA",12.967673,77.714272
"AECS Layout,KUNDALAHALLI,IN FRONT OF BROOK FIELD",12.965153,77.718433
"BEML Gate,KUNDALAHALLI,OPPOSITE OF RELIANCE PRESS",12.960399,77.716535
Electronic City Wipro Gate,12.837911,77.658327
BHEL,12.844879,77.660084
"Velankani Electronic City,Electronic City",12.85122,77.65767
Infosys Parking Lot,12.849795,77.663029
"MCTC Bus Stand,TIMBER YARD LAYOUT,IN FRONT OF GANESH BAKERY",12.954067,77.544329
"AGS Layout,A.G.S. LAYOUT,OPPOSITE OF SRI M.VISHVESHWARAIAH PARK",12.913736,77.537441
Kumarswamy Layout 2nd Stage,12.90584,77.55851
"Canara bank,K.S.LAYOUT 2ND STAGE,OPPOSITE OF S.E.S.COOL ZONE",12.900994,77.55988
Kumaraswamy Layout,12.902979,77.561563
